Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
WD-04821,Workday,Payroll,Year End,Public Sector,Integration Load -> Validate -> Error Handling -> Reprocess,Data Migration,Sync Public Sector Workday Year End,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Year End.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Performance
WD-04822,Workday,Payroll,Year End,Public Sector,Recruiting -> Hire -> Onboard -> Time -> Payroll,Accessibility,Reject Public Sector Workday Year End,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Year End.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-04823,Workday,Payroll,Year End,Public Sector,Budget -> Expense -> Journal -> Dashboard,Security,Submit Public Sector Workday Year End,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Year End.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Data Migration
WD-04824,Workday,Payroll,Year End,Hospitality,Requisition -> Offer -> Hire -> Onboard -> Payroll,Regression,Update Hospitality Workday Year End,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Year End.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-04825,Workday,Payroll,Year End,Hospitality,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Review Hospitality Workday Year End,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Year End.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Integration
WD-04826,Workday,Payroll,Year End,Hospitality,Expense Submit -> Approval -> Accounting -> Reimbursement,Accessibility,Import Hospitality Workday Year End,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Year End.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Workflow
WD-04827,Workday,Payroll,Year End,Hospitality,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Submit Hospitality Workday Year End,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Year End.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Mobile
WD-04828,Workday,Payroll,Year End,Hospitality,Integration Load -> Validate -> Error Handling -> Reprocess,Data Migration,Update Hospitality Workday Year End,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Year End.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Workflow
WD-04829,Workday,Payroll,Year End,Hospitality,Recruiting -> Hire -> Onboard -> Time -> Payroll,UI,Create Hospitality Workday Year End,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Year End.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Data Migration
WD-04830,Workday,Payroll,Year End,Hospitality,Budget -> Expense -> Journal -> Dashboard,Regression,Sync Hospitality Workday Year End,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Year End.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Security
WD-04831,Workday,Payroll,Payments,Corporate,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Export Corporate Workday Payments,Workday access is provisioned and Corporate test data exists,"1. Open Workday Payments.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Regression
WD-04832,Workday,Payroll,Payments,Corporate,Employee Life Event -> Benefits -> Payroll -> Reporting,Security,Route Corporate Workday Payments,Workday access is provisioned and Corporate test data exists,"1. Open Workday Payments.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,UI
WD-04833,Workday,Payroll,Payments,Corporate,Expense Submit -> Approval -> Accounting -> Reimbursement,Data Migration,Create Corporate Workday Payments,Workday access is provisioned and Corporate test data exists,"1. Open Workday Payments.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Mobile
WD-04834,Workday,Payroll,Payments,Corporate,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Import Corporate Workday Payments,Workday access is provisioned and Corporate test data exists,"1. Open Workday Payments.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Mobile
WD-04835,Workday,Payroll,Payments,Corporate,Integration Load -> Validate -> Error Handling -> Reprocess,UI,Export Corporate Workday Payments,Workday access is provisioned and Corporate test data exists,"1. Open Workday Payments.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,UI
WD-04836,Workday,Payroll,Payments,Corporate,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Submit Corporate Workday Payments,Workday access is provisioned and Corporate test data exists,"1. Open Workday Payments.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile
WD-04837,Workday,Payroll,Payments,Corporate,Budget -> Expense -> Journal -> Dashboard,Mobile,Submit Corporate Workday Payments,Workday access is provisioned and Corporate test data exists,"1. Open Workday Payments.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Integration
WD-04838,Workday,Payroll,Payments,Retail,Requisition -> Offer -> Hire -> Onboard -> Payroll,Performance,Close Retail Workday Payments,Workday access is provisioned and Retail test data exists,"1. Open Workday Payments.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Data Migration
WD-04839,Workday,Payroll,Payments,Retail,Employee Life Event -> Benefits -> Payroll -> Reporting,Security,Approve Retail Workday Payments,Workday access is provisioned and Retail test data exists,"1. Open Workday Payments.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Regression
WD-04840,Workday,Payroll,Payments,Retail,Expense Submit -> Approval -> Accounting -> Reimbursement,UI,Close Retail Workday Payments,Workday access is provisioned and Retail test data exists,"1. Open Workday Payments.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Accessibility
WD-04841,Workday,Payroll,Payments,Retail,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Reject Retail Workday Payments,Workday access is provisioned and Retail test data exists,"1. Open Workday Payments.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Regression
WD-04842,Workday,Payroll,Payments,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,Data Migration,Import Retail Workday Payments,Workday access is provisioned and Retail test data exists,"1. Open Workday Payments.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Functional
WD-04843,Workday,Payroll,Payments,Retail,Recruiting -> Hire -> Onboard -> Time -> Payroll,Data Migration,Update Retail Workday Payments,Workday access is provisioned and Retail test data exists,"1. Open Workday Payments.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile
WD-04844,Workday,Payroll,Payments,Retail,Budget -> Expense -> Journal -> Dashboard,Mobile,Close Retail Workday Payments,Workday access is provisioned and Retail test data exists,"1. Open Workday Payments.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Functional
WD-04845,Workday,Payroll,Payments,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Security,Import Healthcare Workday Payments,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Payments.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Mobile
WD-04846,Workday,Payroll,Payments,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,Security,Reject Healthcare Workday Payments,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Payments.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Data Migration
WD-04847,Workday,Payroll,Payments,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,Data Migration,Export Healthcare Workday Payments,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Payments.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Mobile
WD-04848,Workday,Payroll,Payments,Healthcare,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Route Healthcare Workday Payments,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Payments.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Security
WD-04849,Workday,Payroll,Payments,Healthcare,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Create Healthcare Workday Payments,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Payments.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-04850,Workday,Payroll,Payments,Healthcare,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Import Healthcare Workday Payments,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Payments.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Functional
WD-04851,Workday,Payroll,Payments,Healthcare,Budget -> Expense -> Journal -> Dashboard,Mobile,Validate Healthcare Workday Payments,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Payments.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Security
WD-04852,Workday,Payroll,Payments,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,Workflow,Review Manufacturing Workday Payments,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Payments.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Performance
WD-04853,Workday,Payroll,Payments,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,Mobile,Approve Manufacturing Workday Payments,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Payments.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Data Migration
WD-04854,Workday,Payroll,Payments,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Export Manufacturing Workday Payments,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Payments.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Workflow
WD-04855,Workday,Payroll,Payments,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Integration,Create Manufacturing Workday Payments,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Payments.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Integration
WD-04856,Workday,Payroll,Payments,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Update Manufacturing Workday Payments,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Payments.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Functional
WD-04857,Workday,Payroll,Payments,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,Mobile,Approve Manufacturing Workday Payments,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Payments.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Accessibility
WD-04858,Workday,Payroll,Payments,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Accessibility,Validate Manufacturing Workday Payments,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Payments.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Performance
WD-04859,Workday,Payroll,Payments,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,Integration,Validate Education Workday Payments,Workday access is provisioned and Education test data exists,"1. Open Workday Payments.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Workflow
WD-04860,Workday,Payroll,Payments,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Mobile,Submit Education Workday Payments,Workday access is provisioned and Education test data exists,"1. Open Workday Payments.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-04861,Workday,Payroll,Payments,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Data Migration,Update Education Workday Payments,Workday access is provisioned and Education test data exists,"1. Open Workday Payments.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Accessibility
WD-04862,Workday,Payroll,Payments,Education,Supplier Invoice -> Matching -> Approval -> Payment,UI,Edit Education Workday Payments,Workday access is provisioned and Education test data exists,"1. Open Workday Payments.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Workflow
WD-04863,Workday,Payroll,Payments,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Functional,Import Education Workday Payments,Workday access is provisioned and Education test data exists,"1. Open Workday Payments.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-04864,Workday,Payroll,Payments,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,UI,Update Education Workday Payments,Workday access is provisioned and Education test data exists,"1. Open Workday Payments.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Workflow
WD-04865,Workday,Payroll,Payments,Education,Budget -> Expense -> Journal -> Dashboard,UI,Submit Education Workday Payments,Workday access is provisioned and Education test data exists,"1. Open Workday Payments.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Performance
WD-04866,Workday,Payroll,Payments,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Reject Nonprofit Workday Payments,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Payments.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Workflow
WD-04867,Workday,Payroll,Payments,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Sync Nonprofit Workday Payments,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Payments.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Regression
WD-04868,Workday,Payroll,Payments,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,Security,Export Nonprofit Workday Payments,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Payments.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Functional
WD-04869,Workday,Payroll,Payments,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,UI,Reject Nonprofit Workday Payments,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Payments.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-04870,Workday,Payroll,Payments,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Performance,Validate Nonprofit Workday Payments,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Payments.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Data Migration
WD-04871,Workday,Payroll,Payments,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Reject Nonprofit Workday Payments,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Payments.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Workflow
WD-04872,Workday,Payroll,Payments,Nonprofit,Budget -> Expense -> Journal -> Dashboard,Accessibility,Close Nonprofit Workday Payments,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Payments.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-04873,Workday,Payroll,Payments,Financial Services,Requisition -> Offer -> Hire -> Onboard -> Payroll,UI,Submit Financial Services Workday Payments,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Payments.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Workflow
WD-04874,Workday,Payroll,Payments,Financial Services,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Edit Financial Services Workday Payments,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Payments.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Functional
WD-04875,Workday,Payroll,Payments,Financial Services,Expense Submit -> Approval -> Accounting -> Reimbursement,Workflow,Update Financial Services Workday Payments,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Payments.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,UI
WD-04876,Workday,Payroll,Payments,Financial Services,Supplier Invoice -> Matching -> Approval -> Payment,UI,Validate Financial Services Workday Payments,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Payments.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Data Migration
WD-04877,Workday,Payroll,Payments,Financial Services,Integration Load -> Validate -> Error Handling -> Reprocess,Regression,Close Financial Services Workday Payments,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Payments.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Functional
WD-04878,Workday,Payroll,Payments,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Submit Financial Services Workday Payments,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Payments.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-04879,Workday,Payroll,Payments,Financial Services,Budget -> Expense -> Journal -> Dashboard,Data Migration,Close Financial Services Workday Payments,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Payments.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Workflow
WD-04880,Workday,Payroll,Payments,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,Security,Approve Technology Workday Payments,Workday access is provisioned and Technology test data exists,"1. Open Workday Payments.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,UI
WD-04881,Workday,Payroll,Payments,Technology,Employee Life Event -> Benefits -> Payroll -> Reporting,Integration,Validate Technology Workday Payments,Workday access is provisioned and Technology test data exists,"1. Open Workday Payments.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-04882,Workday,Payroll,Payments,Technology,Expense Submit -> Approval -> Accounting -> Reimbursement,Security,Validate Technology Workday Payments,Workday access is provisioned and Technology test data exists,"1. Open Workday Payments.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Functional
WD-04883,Workday,Payroll,Payments,Technology,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Sync Technology Workday Payments,Workday access is provisioned and Technology test data exists,"1. Open Workday Payments.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Workflow
WD-04884,Workday,Payroll,Payments,Technology,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Update Technology Workday Payments,Workday access is provisioned and Technology test data exists,"1. Open Workday Payments.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Accessibility
WD-04885,Workday,Payroll,Payments,Technology,Recruiting -> Hire -> Onboard -> Time -> Payroll,Workflow,Review Technology Workday Payments,Workday access is provisioned and Technology test data exists,"1. Open Workday Payments.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Accessibility
WD-04886,Workday,Payroll,Payments,Technology,Budget -> Expense -> Journal -> Dashboard,Accessibility,Sync Technology Workday Payments,Workday access is provisioned and Technology test data exists,"1. Open Workday Payments.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Regression
WD-04887,Workday,Payroll,Payments,Public Sector,Requisition -> Offer -> Hire -> Onboard -> Payroll,Accessibility,Edit Public Sector Workday Payments,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Payments.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,UI
WD-04888,Workday,Payroll,Payments,Public Sector,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Validate Public Sector Workday Payments,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Payments.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Data Migration
WD-04889,Workday,Payroll,Payments,Public Sector,Expense Submit -> Approval -> Accounting -> Reimbursement,Security,Export Public Sector Workday Payments,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Payments.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Workflow
