Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-SE-04302,Service,Service Cloud Voice,Financial Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Functional,Reassign Financial Support Service Service Cloud Voice,User has Service access and Financial Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reassign and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Functional
SF-SE-04303,Service,Service Cloud Voice,Manufacturing Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Integration,Bulk Edit Manufacturing Support Service Service Cloud Voice,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Bulk Edit and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Functional
SF-SE-04304,Service,Service Cloud Voice,Manufacturing Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Reject Manufacturing Support Service Service Cloud Voice,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Reject and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Mobile
SF-SE-04305,Service,Service Cloud Voice,Manufacturing Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Performance,Export Manufacturing Support Service Service Cloud Voice,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Export and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Functional
SF-SE-04306,Service,Service Cloud Voice,Manufacturing Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Performance,Validate Manufacturing Support Service Service Cloud Voice,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Validate and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Mobile
SF-SE-04307,Service,Service Cloud Voice,Manufacturing Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Security,Search Manufacturing Support Service Service Cloud Voice,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Search and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Performance
SF-SE-04308,Service,Service Cloud Voice,Manufacturing Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Performance,Clone Manufacturing Support Service Service Cloud Voice,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Clone and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Accessibility
SF-SE-04309,Service,Service Cloud Voice,Telecom Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Security,Submit Telecom Support Service Service Cloud Voice,User has Service access and Telecom Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Submit and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Functional
SF-SE-04310,Service,Service Cloud Voice,Telecom Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Sync Telecom Support Service Service Cloud Voice,User has Service access and Telecom Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Sync and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Security
SF-SE-04311,Service,Service Cloud Voice,Telecom Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Regression,Archive Telecom Support Service Service Cloud Voice,User has Service access and Telecom Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Archive and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Functional
SF-SE-04312,Service,Service Cloud Voice,Telecom Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Performance,Bulk Edit Telecom Support Service Service Cloud Voice,User has Service access and Telecom Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Bulk Edit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Functional
SF-SE-04313,Service,Service Cloud Voice,Telecom Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Functional,Submit Telecom Support Service Service Cloud Voice,User has Service access and Telecom Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Submit and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Regression
SF-SE-04314,Service,Service Cloud Voice,Telecom Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Accessibility,Close Telecom Support Service Service Cloud Voice,User has Service access and Telecom Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Close and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Functional
SF-SE-04315,Service,Service Cloud Voice,B2B Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Accessibility,Update B2B Support Service Service Cloud Voice,User has Service access and B2B Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Update and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Functional
SF-SE-04316,Service,Service Cloud Voice,B2B Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Integration,Reject B2B Support Service Service Cloud Voice,User has Service access and B2B Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Reject and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Accessibility
SF-SE-04317,Service,Service Cloud Voice,B2B Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,UI,Submit B2B Support Service Service Cloud Voice,User has Service access and B2B Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Submit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Functional
SF-SE-04318,Service,Service Cloud Voice,B2B Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Performance,Validate B2B Support Service Service Cloud Voice,User has Service access and B2B Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Validate and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Accessibility
SF-SE-04319,Service,Service Cloud Voice,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Security,Update B2B Support Service Service Cloud Voice,User has Service access and B2B Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Update and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Integration
SF-SE-04320,Service,Service Cloud Voice,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Delete B2B Support Service Service Cloud Voice,User has Service access and B2B Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Delete and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Performance
SF-SE-04321,Service,Case,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Search Retail Support Service Case,User has Service access and Retail Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Search and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,UI
SF-SE-04322,Service,Case,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Accessibility,Archive Retail Support Service Case,User has Service access and Retail Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Archive and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Integration
SF-SE-04323,Service,Case,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Regression,Clone Retail Support Service Case,User has Service access and Retail Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Clone and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Security
SF-SE-04324,Service,Case,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Accessibility,Reassign Retail Support Service Case,User has Service access and Retail Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Reassign and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Accessibility
SF-SE-04325,Service,Case,Retail Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Functional,Delete Retail Support Service Case,User has Service access and Retail Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Delete and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Functional
SF-SE-04326,Service,Case,Retail Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Security,Reject Retail Support Service Case,User has Service access and Retail Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reject and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Mobile
SF-SE-04327,Service,Case,Healthcare Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Integration,Submit Healthcare Support Service Case,User has Service access and Healthcare Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Submit and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,UI
SF-SE-04328,Service,Case,Healthcare Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Update Healthcare Support Service Case,User has Service access and Healthcare Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Update and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Functional
SF-SE-04329,Service,Case,Healthcare Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Security,Reject Healthcare Support Service Case,User has Service access and Healthcare Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Reject and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Functional
SF-SE-04330,Service,Case,Healthcare Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Performance,Submit Healthcare Support Service Case,User has Service access and Healthcare Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Submit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Integration
SF-SE-04331,Service,Case,Healthcare Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Regression,Update Healthcare Support Service Case,User has Service access and Healthcare Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Update and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Mobile
SF-SE-04332,Service,Case,Healthcare Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Security,Close Healthcare Support Service Case,User has Service access and Healthcare Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Close and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Regression
SF-SE-04333,Service,Case,Financial Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Performance,Reassign Financial Support Service Case,User has Service access and Financial Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Reassign and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Security
SF-SE-04334,Service,Case,Financial Support,Case Create -> Route -> Knowledge -> Resolve -> Close,UI,Reject Financial Support Service Case,User has Service access and Financial Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Reject and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Functional
SF-SE-04335,Service,Case,Financial Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Integration,Close Financial Support Service Case,User has Service access and Financial Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Close and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Integration
SF-SE-04336,Service,Case,Financial Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Functional,Update Financial Support Service Case,User has Service access and Financial Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Update and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Mobile
SF-SE-04337,Service,Case,Financial Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Security,Bulk Edit Financial Support Service Case,User has Service access and Financial Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Bulk Edit and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Security
SF-SE-04338,Service,Case,Financial Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Delete Financial Support Service Case,User has Service access and Financial Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Delete and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Accessibility
SF-SE-04339,Service,Case,Manufacturing Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Export Manufacturing Support Service Case,User has Service access and Manufacturing Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Export and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Security
SF-SE-04340,Service,Case,Manufacturing Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Integration,Validate Manufacturing Support Service Case,User has Service access and Manufacturing Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Validate and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Integration
SF-SE-04341,Service,Case,Manufacturing Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Security,Archive Manufacturing Support Service Case,User has Service access and Manufacturing Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Archive and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Security
SF-SE-04342,Service,Case,Manufacturing Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Security,View Manufacturing Support Service Case,User has Service access and Manufacturing Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform View and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Mobile
SF-SE-04343,Service,Case,Manufacturing Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Performance,Reject Manufacturing Support Service Case,User has Service access and Manufacturing Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reject and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Security
SF-SE-04344,Service,Case,Manufacturing Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Restore Manufacturing Support Service Case,User has Service access and Manufacturing Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Restore and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,UI
SF-SE-04345,Service,Case,Telecom Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Clone Telecom Support Service Case,User has Service access and Telecom Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Clone and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Functional
SF-SE-04346,Service,Case,Telecom Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Search Telecom Support Service Case,User has Service access and Telecom Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Search and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Regression
SF-SE-04347,Service,Case,Telecom Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Performance,Reject Telecom Support Service Case,User has Service access and Telecom Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Reject and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Integration
SF-SE-04348,Service,Case,Telecom Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Regression,Sync Telecom Support Service Case,User has Service access and Telecom Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Sync and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Functional
SF-SE-04349,Service,Case,Telecom Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Accessibility,Delete Telecom Support Service Case,User has Service access and Telecom Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Delete and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Accessibility
SF-SE-04350,Service,Case,Telecom Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Functional,Create Telecom Support Service Case,User has Service access and Telecom Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Create and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,UI
SF-SE-04351,Service,Case,B2B Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Mobile,Create B2B Support Service Case,User has Service access and B2B Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Create and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Performance
SF-SE-04352,Service,Case,B2B Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Mobile,Submit B2B Support Service Case,User has Service access and B2B Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Submit and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,UI
SF-SE-04353,Service,Case,B2B Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Mobile,Archive B2B Support Service Case,User has Service access and B2B Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Archive and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Functional
SF-SE-04354,Service,Case,B2B Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Functional,Sync B2B Support Service Case,User has Service access and B2B Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Sync and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Mobile
SF-SE-04355,Service,Case,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Regression,Submit B2B Support Service Case,User has Service access and B2B Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Submit and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Functional
SF-SE-04356,Service,Case,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Security,Validate B2B Support Service Case,User has Service access and B2B Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Validate and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Integration
SF-SE-04357,Service,Knowledge,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,UI,Create Retail Support Service Knowledge,User has Service access and Retail Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Create and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,UI
SF-SE-04358,Service,Knowledge,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Performance,Approve Retail Support Service Knowledge,User has Service access and Retail Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Approve and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Mobile
SF-SE-04359,Service,Knowledge,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Security,Search Retail Support Service Knowledge,User has Service access and Retail Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Search and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,UI
SF-SE-04360,Service,Knowledge,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Functional,Delete Retail Support Service Knowledge,User has Service access and Retail Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Delete and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Performance
SF-SE-04361,Service,Knowledge,Retail Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Regression,Reject Retail Support Service Knowledge,User has Service access and Retail Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reject and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Mobile
SF-SE-04362,Service,Knowledge,Retail Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Mobile,Clone Retail Support Service Knowledge,User has Service access and Retail Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Clone and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Performance
SF-SE-04363,Service,Knowledge,Healthcare Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Delete Healthcare Support Service Knowledge,User has Service access and Healthcare Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Delete and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Performance
SF-SE-04364,Service,Knowledge,Healthcare Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Security,Edit Healthcare Support Service Knowledge,User has Service access and Healthcare Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Edit and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Regression
SF-SE-04365,Service,Knowledge,Healthcare Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Regression,Update Healthcare Support Service Knowledge,User has Service access and Healthcare Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Update and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Mobile
SF-SE-04366,Service,Knowledge,Healthcare Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,UI,Clone Healthcare Support Service Knowledge,User has Service access and Healthcare Support data is configured,"1. Navigate to Knowledge.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Clone and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Security
SF-SE-04367,Service,Knowledge,Healthcare Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Functional,Restore Healthcare Support Service Knowledge,User has Service access and Healthcare Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Restore and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Performance
SF-SE-04368,Service,Knowledge,Healthcare Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Approve Healthcare Support Service Knowledge,User has Service access and Healthcare Support data is configured,"1. Navigate to Knowledge.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Approve and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Mobile
SF-SE-04369,Service,Knowledge,Financial Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Integration,View Financial Support Service Knowledge,User has Service access and Financial Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform View and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Performance
SF-SE-04370,Service,Knowledge,Financial Support,Case Create -> Route -> Knowledge -> Resolve -> Close,UI,Restore Financial Support Service Knowledge,User has Service access and Financial Support data is configured,"1. Navigate to Knowledge.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Restore and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,UI
