Test Case ID,Cloud,Module,Domain,Test Type,Variant,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-FSC-04865,Financial Services,Investment Account,Insurance,Regression,A,Reassign Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Reassign action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Regression
SF-FSC-04866,Financial Services,Investment Account,Insurance,Regression,A,Validate Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Validate action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Validate Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Regression
SF-FSC-04867,Financial Services,Investment Account,Insurance,UI,A,Close Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Close action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Close Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,UI
SF-FSC-04868,Financial Services,Investment Account,Insurance,UI,A,Bulk Edit Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Bulk Edit action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,UI
SF-FSC-04869,Financial Services,Investment Account,Insurance,UI,A,Onboard Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Onboard action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,UI
SF-FSC-04870,Financial Services,Investment Account,Insurance,Integration,A,Export Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Export action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Integration
SF-FSC-04871,Financial Services,Investment Account,Insurance,Integration,A,Approve Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Approve action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Integration
SF-FSC-04872,Financial Services,Investment Account,Insurance,Integration,A,Restore Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Restore action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Integration
SF-FSC-04873,Financial Services,Investment Account,Insurance,Security,A,Edit Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Edit action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Security
SF-FSC-04874,Financial Services,Investment Account,Insurance,Security,A,Update Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Update action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Security
SF-FSC-04875,Financial Services,Investment Account,Insurance,Security,A,Reject Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Reject action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reject Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Security
SF-FSC-04876,Financial Services,Investment Account,Insurance,Compliance,A,Edit Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Edit action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Compliance
SF-FSC-04877,Financial Services,Investment Account,Insurance,Compliance,A,KYC Verify Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform KYC Verify action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Compliance
SF-FSC-04878,Financial Services,Investment Account,Insurance,Compliance,A,Restore Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Restore action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Compliance
SF-FSC-04879,Financial Services,Investment Account,Insurance,Performance,A,Approve Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Approve action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Performance
SF-FSC-04880,Financial Services,Investment Account,Insurance,Performance,A,Reject Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Reject action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reject Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Performance
SF-FSC-04881,Financial Services,Investment Account,Insurance,Performance,A,Bulk Edit Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Bulk Edit action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Performance
SF-FSC-04882,Financial Services,Investment Account,Insurance,Data Migration,A,Onboard Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Onboard action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Data Migration
SF-FSC-04883,Financial Services,Investment Account,Insurance,Data Migration,A,Share Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Share action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Data Migration
SF-FSC-04884,Financial Services,Investment Account,Insurance,Data Migration,A,View Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform View action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",View Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Data Migration
SF-FSC-04885,Financial Services,Investment Account,Insurance,Mobile,A,AML Flag Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform AML Flag action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Mobile
SF-FSC-04886,Financial Services,Investment Account,Insurance,Mobile,A,KYC Verify Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform KYC Verify action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Mobile
SF-FSC-04887,Financial Services,Investment Account,Insurance,Mobile,A,Update Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Update action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Mobile
SF-FSC-04888,Financial Services,Investment Account,Insurance,Accessibility,A,Reject Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Reject action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reject Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Accessibility
SF-FSC-04889,Financial Services,Investment Account,Insurance,Accessibility,A,Edit Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Edit action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Accessibility
SF-FSC-04890,Financial Services,Investment Account,Insurance,Accessibility,A,Bulk Edit Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Bulk Edit action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Accessibility
SF-FSC-04891,Financial Services,Investment Account,Insurance,API,A,Search Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Search action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,API
SF-FSC-04892,Financial Services,Investment Account,Insurance,API,A,Close Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Close action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Close Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,API
SF-FSC-04893,Financial Services,Investment Account,Insurance,API,A,KYC Verify Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform KYC Verify action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,API
SF-FSC-04894,Financial Services,Investment Account,Insurance,KYC/AML,A,Validate Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Validate action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Validate Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,KYC/AML
SF-FSC-04895,Financial Services,Investment Account,Insurance,KYC/AML,A,Export Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Export action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,KYC/AML
SF-FSC-04896,Financial Services,Investment Account,Insurance,KYC/AML,A,Restore Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Restore action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,KYC/AML
SF-FSC-04897,Financial Services,Investment Account,Insurance,Regulatory Audit,A,Validate Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Validate action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Validate Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Regulatory Audit
SF-FSC-04898,Financial Services,Investment Account,Insurance,Regulatory Audit,A,Close Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Close action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Close Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Regulatory Audit
SF-FSC-04899,Financial Services,Investment Account,Insurance,Regulatory Audit,A,Archive Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Archive action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Regulatory Audit
SF-FSC-04900,Financial Services,Investment Account,Insurance,Rollup Validation,A,Export Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Export action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Rollup Validation
SF-FSC-04901,Financial Services,Investment Account,Insurance,Rollup Validation,A,Reject Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Reject action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reject Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Rollup Validation
SF-FSC-04902,Financial Services,Investment Account,Insurance,Rollup Validation,A,Sync Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Sync action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Sync Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Rollup Validation
SF-FSC-04903,Financial Services,Investment Account,Insurance,Relationship Mapping,A,Export Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Export action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Relationship Mapping
SF-FSC-04904,Financial Services,Investment Account,Insurance,Relationship Mapping,A,Update Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Update action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Relationship Mapping
SF-FSC-04905,Financial Services,Investment Account,Insurance,Relationship Mapping,A,Close Insurance Financial Services Investment Account,User has FSC access and Insurance data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Close action on Insurance record.\n3. Save and verify relationship mapping, rollups, compliance.",Close Insurance Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Relationship Mapping
SF-FSC-04906,Financial Services,Investment Account,Mortgage,Functional,A,Onboard Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Onboard action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Functional
SF-FSC-04907,Financial Services,Investment Account,Mortgage,Functional,A,Close Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Close action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Close Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Functional
SF-FSC-04908,Financial Services,Investment Account,Mortgage,Functional,A,Validate Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Validate action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Validate Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Functional
SF-FSC-04909,Financial Services,Investment Account,Mortgage,Regression,A,Restore Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Restore action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Regression
SF-FSC-04910,Financial Services,Investment Account,Mortgage,Regression,A,Export Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Export action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Regression
SF-FSC-04911,Financial Services,Investment Account,Mortgage,Regression,A,Delete Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Delete action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Delete Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Regression
SF-FSC-04912,Financial Services,Investment Account,Mortgage,UI,A,Edit Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Edit action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,UI
SF-FSC-04913,Financial Services,Investment Account,Mortgage,UI,A,AML Flag Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform AML Flag action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,UI
SF-FSC-04914,Financial Services,Investment Account,Mortgage,UI,A,Reassign Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Reassign action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,UI
SF-FSC-04915,Financial Services,Investment Account,Mortgage,Integration,A,Route Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Route action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Route Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Integration
SF-FSC-04916,Financial Services,Investment Account,Mortgage,Integration,A,Validate Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Validate action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Validate Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Integration
SF-FSC-04917,Financial Services,Investment Account,Mortgage,Integration,A,Archive Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Archive action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Integration
SF-FSC-04918,Financial Services,Investment Account,Mortgage,Security,A,Approve Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Approve action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Security
SF-FSC-04919,Financial Services,Investment Account,Mortgage,Security,A,Share Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Share action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Security
SF-FSC-04920,Financial Services,Investment Account,Mortgage,Security,A,Validate Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Validate action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Validate Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Security
SF-FSC-04921,Financial Services,Investment Account,Mortgage,Compliance,A,AML Flag Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform AML Flag action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Compliance
SF-FSC-04922,Financial Services,Investment Account,Mortgage,Compliance,A,Update Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Update action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Compliance
SF-FSC-04923,Financial Services,Investment Account,Mortgage,Compliance,A,Reassign Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Reassign action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Compliance
SF-FSC-04924,Financial Services,Investment Account,Mortgage,Performance,A,Share Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Share action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Performance
SF-FSC-04925,Financial Services,Investment Account,Mortgage,Performance,A,Restore Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Restore action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Performance
SF-FSC-04926,Financial Services,Investment Account,Mortgage,Performance,A,AML Flag Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform AML Flag action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Performance
SF-FSC-04927,Financial Services,Investment Account,Mortgage,Data Migration,A,View Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform View action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",View Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Data Migration
SF-FSC-04928,Financial Services,Investment Account,Mortgage,Data Migration,A,Sync Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Sync action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Sync Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,High,Data Migration
SF-FSC-04929,Financial Services,Investment Account,Mortgage,Data Migration,A,Create Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Create action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Create Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Data Migration
SF-FSC-04930,Financial Services,Investment Account,Mortgage,Mobile,A,Reassign Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Reassign action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Mobile
SF-FSC-04931,Financial Services,Investment Account,Mortgage,Mobile,A,Delete Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Delete action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Delete Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Mobile
SF-FSC-04932,Financial Services,Investment Account,Mortgage,Mobile,A,Update Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Update action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Medium,Mobile
SF-FSC-04933,Financial Services,Investment Account,Mortgage,Accessibility,A,KYC Verify Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform KYC Verify action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Accessibility
SF-FSC-04934,Financial Services,Investment Account,Mortgage,Accessibility,A,Restore Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Restore action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Accessibility
SF-FSC-04935,Financial Services,Investment Account,Mortgage,Accessibility,A,Delete Mortgage Financial Services Investment Account,User has FSC access and Mortgage data is configured (core banking/wealth systems mapped),"1. Navigate to Investment Account in Financial Services Cloud.\n2. Perform Delete action on Mortgage record.\n3. Save and verify relationship mapping, rollups, compliance.",Delete Mortgage Financial Services Investment Account completes with correct household/rollup data and compliance audit trail,Low,Accessibility
